"","Cluster","Age_mean","Age_max","Age_min","Years_Current_Employer_mean","Years_Current_Employer_max","Years_Current_Employer_min","Years_Current_Position_mean","Years_Current_Position_max","Years_Current_Position_min","Salary_mean","Salary_max","Salary_min"
"1",1,0.934673564227144,2.71115035982707,-0.445114238180563,1.13494149426783,4.89179662216176,-0.950679952903254,1.21303950450802,2.63796105172108,-0.638410665485011,-0.0827391691594547,2.26542023979152,-1.03757828545776
"2",3,0.227532315493194,2.54929063685232,-1.25441285305431,0.141974582212619,2.745580737444,-0.950679952903254,-0.15817103094757,2.44523330365014,-1.0238661616269,1.90647274104104,4.46741925662436,0.315078253453849
"3",2,-0.482677909738854,2.14464132941544,-1.25441285305431,-0.555182308738283,1.55323857926747,-1.06991416872091,-0.522046742121421,1.67432231136635,-1.0238661616269,-0.400757202136037,1.26580705753584,-1.03757828545776
